name,x0,y0,z0,x1,y1,z1
branch0,-13.25706688087901,-1.8357582405849624,0.0,-15.528019736050847,-8.171278925862742,14.4549
branch1,-13.25706688087901,-1.8357582405849624,0.0,-10.986114025707177,4.499762444692817,5.15492
branch2,-15.528019736050847,-8.171278925862742,14.4549,-14.49818521713261,-2.606829571267565,34.7156
branch3,-15.528019736050847,-8.171278925862742,14.4549,-17.466235397037817,-16.26993655456903,21.2773
branch4,-10.986114025707177,4.499762444692817,5.15492,-1.6408417570719829,16.17915422857995,30.85492
branch5,-10.986114025707177,4.499762444692817,5.15492,-19.42300515227364,-4.6454210650832035,52.047219999999996
branch6,-14.49818521713261,-2.606829571267565,34.7156,-10.769247663014838,-5.088186865094962,37.764900000000004
branch7,-14.49818521713261,-2.606829571267565,34.7156,-17.815188963683088,2.1003074643979036,53.0064
branch8,-17.466235397037817,-16.26993655456903,21.2773,-9.718611280218676,-19.92059547621835,73.7549
branch9,-17.466235397037817,-16.26993655456903,21.2773,-24.43962095488792,-16.58887246873209,37.7549
branch10,-1.6408417570719829,16.17915422857995,30.85492,-13.213662135225954,27.533207650579886,53.054919999999996
branch11,-1.6408417570719829,16.17915422857995,30.85492,13.670087528536067,9.496857520134867,44.93492
branch12,-19.42300515227364,-4.6454210650832035,52.047219999999996,-20.392865586720077,-6.94573622584252,66.68412
branch13,-19.42300515227364,-4.6454210650832035,52.047219999999996,-21.827901168453785,-6.003179308234296,58.79732
branch14,-10.769247663014838,-5.088186865094962,37.764900000000004,-6.930295003252622,-8.246112282171394,73.7549
branch15,-10.769247663014838,-5.088186865094962,37.764900000000004,-13.116625301129941,-2.9228043655494904,49.969500000000004
branch16,-17.815188963683088,2.1003074643979036,53.0064,-26.97668811169095,6.943763823454625,73.75489999999999
branch17,-17.815188963683088,2.1003074643979036,53.0064,-11.812791143896984,0.10839719141871362,57.18326
branch18,-24.43962095488792,-16.58887246873209,37.7549,-24.443541079288252,-15.402754098651299,37.8149
branch19,-24.43962095488792,-16.58887246873209,37.7549,-27.22505505362764,-17.90256520447811,38.96386
branch20,-13.213662135225954,27.533207650579886,53.054919999999996,-13.061236743361047,30.394039240205313,56.75492
branch21,-13.213662135225954,27.533207650579886,53.054919999999996,-17.995215678352448,29.21399742975443,54.15492
branch22,13.670087528536067,9.496857520134867,44.93492,16.269187098930864,23.550972312641196,54.297779999999996
branch23,13.670087528536067,9.496857520134867,44.93492,17.19535967238449,-7.2301759557494965,55.999919999999996
branch24,-20.392865586720077,-6.94573622584252,66.68412,-18.58775501821599,-8.177598646204764,73.75496999999999
branch25,-20.392865586720077,-6.94573622584252,66.68412,-19.191292025401722,-8.915545033098354,68.39397
branch26,-20.392865586720077,-6.94573622584252,66.68412,-31.3154238153366,8.28083047037669,73.75496999999999
branch27,-20.392865586720077,-6.94573622584252,66.68412,-13.747245312702026,-20.778494653389004,73.75496999999999
branch28,-21.827901168453785,-6.003179308234296,58.79732,-31.11100570604173,8.09326024870443,73.75492
branch29,-21.827901168453785,-6.003179308234296,58.79732,-13.747244638955916,-20.77849798674857,73.75492
branch30,-6.930295003252622,-8.246112282171394,73.7549,-7.642648496839439,-13.742316746203777,73.7549
branch31,-6.930295003252622,-8.246112282171394,73.7549,-4.298465179784695,-4.328870526677225,73.7549
branch32,-13.116625301129941,-2.9228043655494904,49.969500000000004,-16.898800468081948,2.510965111659722,63.6049
branch33,-13.116625301129941,-2.9228043655494904,49.969500000000004,-10.273401189423979,-7.490420842940513,73.7549
branch34,-11.812791143896984,0.10839719141871362,57.18326,-13.029296661836687,-1.8306721222009534,71.51786
branch35,-11.812791143896984,0.10839719141871362,57.18326,-8.195326498042839,1.2507023958467045,68.57946
branch36,-24.443541079288252,-15.402754098651299,37.8149,-21.09100348107396,-13.414886249037869,50.5591
branch37,-24.443541079288252,-15.402754098651299,37.8149,-27.79764672726267,-16.91617460023241,39.54471
branch38,-27.22505505362764,-17.90256520447811,38.96386,-23.396006233049853,-18.21229626944508,73.75486
branch39,-27.22505505362764,-17.90256520447811,38.96386,-31.402467749585746,-18.18025744680293,47.768809999999995
branch40,-13.061236743361047,30.394039240205313,56.75492,-13.459191063610152,25.076442762552205,63.13992
branch41,-13.061236743361047,30.394039240205313,56.75492,-12.602312266365978,36.85596835370859,65.74992
branch42,-17.995215678352448,29.21399742975443,54.15492,-16.829543058994155,30.39259769266758,55.87144
branch43,-17.995215678352448,29.21399742975443,54.15492,-21.07350971496134,28.707713078511098,59.493669999999995
branch44,16.269187098930864,23.550972312641196,54.297779999999996,21.009996714133397,32.18683156731419,65.22178
branch45,16.269187098930864,23.550972312641196,54.297779999999996,12.568017311886257,20.536758974970738,58.554919999999996
branch46,17.19535967238449,-7.2301759557494965,55.999919999999996,26.159913022282822,1.9601256258967712,61.42775999999999
branch47,17.19535967238449,-7.2301759557494965,55.999919999999996,9.640915180025527,-23.11129092774951,60.96836999999999
branch48,-19.191292025401722,-8.915545033098354,68.39397,-20.042370991197465,-7.616078653639965,73.75497
branch49,-19.191292025401722,-8.915545033098354,68.39397,-17.739426278946794,-11.199915816184657,73.75497
branch50,-16.898800468081948,2.510965111659722,63.6049,-14.8648862857177,3.8819838122837096,73.7549
branch51,-16.898800468081948,2.510965111659722,63.6049,-20.03880188075415,3.5876579420442165,70.6381
branch52,-10.273401189423979,-7.490420842940513,73.7549,-9.009953312064985,-8.987503817071051,73.7549
branch53,-10.273401189423979,-7.490420842940513,73.7549,-10.11523701092999,-8.277146107505489,73.7549
branch54,-13.029296661836687,-1.8306721222009534,71.51786,-13.104839228516491,-2.61001531844604,73.75486
branch55,-13.029296661836687,-1.8306721222009534,71.51786,-13.562006854126734,-2.0208635827657,73.75486
branch56,-8.195326498042839,1.2507023958467045,68.57946,-7.0004878465325895,1.9979681251211097,73.75491
branch57,-8.195326498042839,1.2507023958467045,68.57946,-7.581432826626015,1.074589268786295,73.75491
branch58,-21.09100348107396,-13.414886249037869,50.5591,-18.54971473810084,-19.688678002337657,51.31075
branch59,-21.09100348107396,-13.414886249037869,50.5591,-22.591345610683224,-4.57871263260642,73.75489999999999
branch60,-27.79764672726267,-16.91617460023241,39.54471,-37.0467336371256,-1.485027771656187,41.0159
branch61,-27.79764672726267,-16.91617460023241,39.54471,-19.890202076589514,-32.952689629441075,58.46691
branch62,-31.402467749585746,-18.18025744680293,47.768809999999995,-35.08514551983005,-16.84117477305216,71.30511
branch63,-31.402467749585746,-18.18025744680293,47.768809999999995,-29.390755057724697,-19.630417017483627,54.024899999999995
branch64,-13.459191063610152,25.076442762552205,63.13992,-6.395119305266885,23.61942927699994,73.75492
branch65,-13.459191063610152,25.076442762552205,63.13992,-19.269630198384412,24.115014959932772,67.2414
branch66,-12.602312266365978,36.85596835370859,65.74992,-11.20028982083464,36.52062594349134,70.42512
branch67,-12.602312266365978,36.85596835370859,65.74992,-13.820764921099286,39.77608240932715,65.74992
branch68,-16.829543058994155,30.39259769266758,55.87144,-15.867827987860084,27.16114006484314,57.35492
branch69,-16.829543058994155,30.39259769266758,55.87144,-17.32498908238491,34.095495425657276,58.35492
branch70,-21.07350971496134,28.707713078511098,59.493669999999995,-19.98248731287106,23.61497907170926,62.50491999999999
branch71,-21.07350971496134,28.707713078511098,59.493669999999995,-23.39584973169517,33.597933344815594,69.65496999999999
branch72,21.009996714133397,32.18683156731419,65.22178,21.911729730099147,34.884544082390335,71.08937
branch73,21.009996714133397,32.18683156731419,65.22178,22.004587544248658,32.94346275410724,65.22178
branch74,12.568017311886257,20.536758974970738,58.554919999999996,10.861699720904808,23.655457781517587,65.15491999999999
branch75,12.568017311886257,20.536758974970738,58.554919999999996,12.79386698804986,16.212374833355707,69.64492
branch76,26.159913022282822,1.9601256258967712,61.42775999999999,25.306662236448275,-2.564102255599522,63.90491999999999
branch77,26.159913022282822,1.9601256258967712,61.42775999999999,30.5989851480767,10.160474140051573,63.30091999999999
