name,x,y,z
internal0,-13.25706688087901,-1.8357582405849624,0.0
internal1,-15.528019736050847,-8.171278925862742,14.4549
internal2,-10.986114025707177,4.499762444692817,5.15492
internal3,-14.49818521713261,-2.606829571267565,34.7156
internal4,-17.466235397037817,-16.26993655456903,21.2773
internal5,-1.6408417570719829,16.17915422857995,30.85492
internal6,-19.42300515227364,-4.6454210650832035,52.047219999999996
internal7,-10.769247663014838,-5.088186865094962,37.764900000000004
internal8,-17.815188963683088,2.1003074643979036,53.0064
internal9,-24.43962095488792,-16.58887246873209,37.7549
internal10,-13.213662135225954,27.533207650579886,53.054919999999996
internal11,13.670087528536067,9.496857520134867,44.93492
internal12,-20.392865586720077,-6.94573622584252,66.68412
internal13,-21.827901168453785,-6.003179308234296,58.79732
internal14,-6.930295003252622,-8.246112282171394,73.7549
internal15,-13.116625301129941,-2.9228043655494904,49.969500000000004
internal16,-11.812791143896984,0.10839719141871362,57.18326
internal17,-24.443541079288252,-15.402754098651299,37.8149
internal18,-27.22505505362764,-17.90256520447811,38.96386
internal19,-13.061236743361047,30.394039240205313,56.75492
internal20,-17.995215678352448,29.21399742975443,54.15492
internal21,16.269187098930864,23.550972312641196,54.297779999999996
internal22,17.19535967238449,-7.2301759557494965,55.999919999999996
internal23,-19.191292025401722,-8.915545033098354,68.39397
internal24,-16.898800468081948,2.510965111659722,63.6049
internal25,-10.273401189423979,-7.490420842940513,73.7549
internal26,-13.029296661836687,-1.8306721222009534,71.51786
internal27,-8.195326498042839,1.2507023958467045,68.57946
internal28,-21.09100348107396,-13.414886249037869,50.5591
internal29,-27.79764672726267,-16.91617460023241,39.54471
internal30,-31.402467749585746,-18.18025744680293,47.768809999999995
internal31,-13.459191063610152,25.076442762552205,63.13992
internal32,-12.602312266365978,36.85596835370859,65.74992
internal33,-16.829543058994155,30.39259769266758,55.87144
internal34,-21.07350971496134,28.707713078511098,59.493669999999995
internal35,21.009996714133397,32.18683156731419,65.22178
internal36,12.568017311886257,20.536758974970738,58.554919999999996
internal37,26.159913022282822,1.9601256258967712,61.42775999999999
internal38,9.640915180025527,-23.11129092774951,60.96836999999999
internal39,-20.03880188075415,3.5876579420442165,70.6381
internal40,-18.54971473810084,-19.688678002337657,51.31075
internal41,-37.0467336371256,-1.485027771656187,41.0159
internal42,-19.890202076589514,-32.952689629441075,58.46691
internal43,-35.08514551983005,-16.84117477305216,71.30511
internal44,-29.390755057724697,-19.630417017483627,54.024899999999995
internal45,-19.269630198384412,24.115014959932772,67.2414
internal46,-11.20028982083464,36.52062594349134,70.42512
internal47,-13.820764921099286,39.77608240932715,65.74992
internal48,-15.867827987860084,27.16114006484314,57.35492
internal49,-17.32498908238491,34.095495425657276,58.35492
internal50,-19.98248731287106,23.61497907170926,62.50491999999999
internal51,-23.39584973169517,33.597933344815594,69.65496999999999
internal52,21.911729730099147,34.884544082390335,71.08937
internal53,22.004587544248658,32.94346275410724,65.22178
internal54,10.861699720904808,23.655457781517587,65.15491999999999
internal55,12.79386698804986,16.212374833355707,69.64492
internal56,25.306662236448275,-2.564102255599522,63.90491999999999
internal57,30.5989851480767,10.160474140051573,63.30091999999999
internal58,10.405745565700514,-32.28445677481953,63.646089999999994
internal59,5.854306997406953,-20.290571069479498,63.399919999999995
internal60,-21.712690413098134,4.264062557927559,72.5298
internal61,-17.888238422924307,-24.929789842447,56.32487
internal62,-39.298131324402675,8.458511664014008,73.75489999999999
internal63,-38.49497071379368,-5.256108475895892,48.7999
internal64,-22.398805393801556,-35.70656923594029,64.79608999999999
internal65,-15.892206403863918,-35.855429984278885,64.39091
internal66,-26.171518826930374,-17.152654159418972,63.794459999999994
internal67,-31.8053062117746,-22.68824370382056,60.875119999999995
internal68,-28.207191758370445,22.053283967968255,67.2414
internal69,-16.40300781141397,39.608515946115034,70.61564
internal70,-11.725903092677925,41.11169449478669,70.15212
internal71,-20.374874224432304,27.673646155525347,68.95262
internal72,-10.976095722834238,25.356050923031155,59.00328
internal73,-4.904815364836552,39.76913585965586,67.57492
internal74,-29.943341209289564,29.903014084854576,70.55992
internal75,-20.713369516168324,21.251050327152093,68.68491999999999
internal76,-18.815196148737687,23.9418142135457,64.13991999999999
internal77,-24.763100698647747,34.52822363731796,70.06737
internal78,19.865754224423362,34.186173081487,66.34595999999999
internal79,24.541257196120064,32.003404901444696,72.10540999999999
internal80,8.815858228255419,20.132373553060944,71.48597
internal81,12.225014177161619,28.42602153259297,67.35491999999999
internal82,23.622755839799773,-7.194448532760785,64.89549999999998
internal83,29.422443407046543,15.485921181836828,66.25491999999998
internal84,33.55115573942441,8.11516650392824,67.56107999999999
internal85,11.021359338131488,-31.931238857273403,63.646089999999994
internal86,10.096063947539534,-36.30694103119367,66.49492
internal87,4.139902583034271,-21.879209470094793,66.25663
internal88,6.054068138732207,-17.573644725556196,68.17926999999999
internal89,-22.01963733661439,4.113903901495016,72.71498
internal90,-25.081607340380387,-14.075318087054406,66.33827
internal91,-36.75793579470919,-11.881056309109086,57.5722
internal92,-40.8113004635454,-0.13959292437858006,57.823260000000005
internal93,-24.297551553479057,-35.09856994923633,65.47037999999999
internal94,-21.50350056100887,-37.416120365243934,64.79608999999999
internal95,-16.00628974348549,-34.27374025096234,69.48787
internal96,-29.165988918260695,-11.947711473198549,64.83715
internal97,-33.938500493361005,-22.62477799637928,60.875119999999995
internal98,-16.80292310831042,40.07723305986285,72.81757
internal99,-15.513420030932153,39.46705367110127,70.69826
internal100,-19.64708523695376,29.341300595147317,69.61437
internal101,-14.16241321207392,27.452458520226557,60.7459
internal102,-5.8330853275842145,22.537607669110955,66.75408
internal103,-1.6044793107350293,41.5407580053848,71.46285
internal104,-3.237081931918731,40.26696988752635,70.61492000000001
internal105,-33.60277748959249,27.665283873028354,73.59492
internal106,-31.83870435492891,29.581610084446005,72.65492
internal107,-19.34058874113125,21.10143553987988,71.12311999999999
internal108,18.834171847056066,36.60820281325801,69.69595999999999
internal109,24.64102731009715,31.93696896794117,72.40793
internal110,11.135988293457576,29.540440807227256,72.36543999999999
internal111,13.859365843368387,29.21982775838884,71.35682
internal112,30.043635968719485,-12.471525199879082,67.09364999999998
internal113,16.52831315222066,-3.769510376506995,69.84896999999998
internal114,33.49135058273799,19.088476597428098,69.18098999999998
internal115,24.882919534943028,14.013544582959657,69.02121999999999
internal116,36.504194622454996,9.555237628589001,69.25769999999999
internal117,12.02449720922621,-32.5609728479822,70.96515
internal118,10.264466976009153,-31.160217699546152,65.28992
internal119,10.882112418123507,-37.48408585529186,66.62420999999999
internal120,9.186142829691168,-36.73878990964514,70.15491999999999
internal121,5.559395961619882,-36.881631513142366,69.89491999999998
internal122,-27.596432252272088,-10.968304185560404,68.33281
internal123,-25.444129995471126,-12.840543286391373,71.66933999999999
internal124,-34.432549368223256,-8.299880054098502,60.793260000000004
internal125,-40.23741966397337,2.8745999316080066,72.80586000000001
internal126,-42.311713163018126,-1.1071795597582421,64.0549
internal127,-23.93833870660117,-37.110521962200686,65.47037999999999
internal128,-25.416262864227935,-32.84341822159038,69.49595
internal129,-25.4069339243611,-35.4110454006163,69.38065999999999
internal130,-17.241945264539567,-40.10501578159302,72.91150999999999
internal131,-16.753877379603132,-34.048229485284786,69.48787
internal132,-35.17013105938702,-23.236454031699058,60.875119999999995
internal133,-16.828554500892437,39.12402931277521,70.69826
internal134,-20.522478948999424,30.16527730156254,69.71486999999999
internal135,-13.142291604157194,24.688963328521456,61.92516
internal136,-16.457061815686522,31.054516750809817,73.2606
internal137,-5.7226265733863375,18.434810163997216,68.37126
internal138,0.6854111266898941,41.33799225356513,73.23902
internal139,-3.6226149172280326,41.559251868827886,71.51929000000001
internal140,-18.621448963529662,21.22228202062878,71.12311999999999
internal141,18.546512922204748,36.664227298162785,70.42699999999998
internal142,23.821544215837562,31.310604643137403,73.27496
internal143,14.1453761948197,28.738149397321976,72.72439
internal144,28.52246623253059,-10.895280489900129,67.94223999999998
internal145,34.133157756476265,-16.158600576705354,67.28339999999999
internal146,33.29231415654772,21.546143830378092,69.23491999999997
internal147,35.31794987920483,18.07183153071461,72.75361999999998
internal148,22.83173617414812,11.612737421656584,70.87891999999998
internal149,25.118293346896532,15.82540110471186,70.42491999999999
internal150,37.850909042631855,7.443619882436666,69.54649999999998
internal151,36.33869575549037,12.242883824605643,70.20008999999999
internal152,13.230501536360933,-31.375284480274672,71.51227
internal153,8.13322954752541,-24.22563915462446,67.78482
internal154,12.092947459643964,-37.786387781376945,67.14192
internal155,5.394303116626012,-38.67335345753131,71.53916
internal156,16.68434110785459,-36.765676182691685,71.34491999999999
internal157,9.757914664811961,-36.06931334084202,71.56491999999999
internal158,-27.767431524557644,-7.678299326093375,71.78284
internal159,-33.243267234699545,-4.083522379111747,60.793260000000004
internal160,-42.09528555952143,-4.205225322382293,65.8549
internal161,-43.1283058463039,1.6038315487139438,66.6409
internal162,-25.649679831800583,-36.59165321838178,72.10095999999999
internal163,-24.039709066147616,-33.5899148888722,70.83990999999999
internal164,-24.453883465933966,-35.73791281414128,70.70720999999999
internal165,-17.24659961611436,39.70546256434254,70.79592000000001
internal166,-22.284577552273642,30.220156907088846,70.85032999999999
internal167,-14.286224673252512,28.008342280543523,72.30526
internal168,-4.995975363439172,18.34337167157821,72.71492
internal169,-3.245915398794344,42.37977374940797,72.41810000000001
internal170,13.748812882838928,29.19710318976703,73.57492
internal171,14.656343647380998,28.086524260450165,73.27385
internal172,27.024253533090217,-9.082237906738786,67.94223999999998
internal173,29.412211037495403,-12.077825189069891,68.05006999999999
internal174,29.81400493665127,-17.237065065790105,67.88966999999998
internal175,34.44959566799602,21.969453175463837,71.85097999999998
internal176,23.514129174556054,14.2682645065086,72.82001999999999
internal177,25.667593221446317,18.45532860492429,71.11066999999998
internal178,36.952741385507935,7.331266061821944,70.01347999999999
internal179,39.28776246782651,6.711326604590455,70.43750999999997
internal180,37.38197105986554,12.52169297242381,71.47076999999999
internal181,35.229220904329345,13.039133155194131,71.58505
internal182,11.08752235129004,-29.82899542140208,73.75492
internal183,7.754910091843306,-25.81657902152783,70.45492
internal184,7.659054031814016,-19.860867869752408,72.13595
internal185,7.246661004152971,-37.356682657506425,71.98491999999999
internal186,12.497877059519272,-34.51415339665637,73.09491999999999
internal187,-40.91312961360706,-7.720335323153044,68.4549
internal188,-43.19087046403711,-1.9293336266611627,70.3559
