name,x,y,z
internal189,-23.67398466824409,-33.968015871683136,72.24591
internal190,-23.85481194481901,-33.51041257297399,71.14397
internal191,-19.908950048938213,-38.366474932476784,71.61685999999999
internal192,-19.058658398177524,39.0080033614839,72.35607
internal193,-22.000422849657273,30.60097036443192,70.85032999999999
internal194,-7.720464763782625,31.389711247120715,72.63586000000001
internal195,-3.2119494749159387,42.58206048710485,73.59598000000001
internal196,30.942149235590442,-10.07246050062616,71.38009999999998
internal197,32.77005854766544,-20.00440118063885,72.35152
internal198,31.791290286343717,-12.718380062483291,68.43161999999998
internal199,26.109058459028823,-22.18713586473082,68.35826999999998
internal200,34.98428770081643,23.41638132982798,71.87810999999998
internal201,40.99753800092829,7.9411089351963,70.97627999999999
internal202,38.22973774075263,8.272938898230308,70.43750999999997
internal203,36.99329127017687,10.884861529750893,71.70611999999998
internal204,36.76278583507727,12.681523819561408,72.06343
internal205,7.666024084564786,-25.97507187956347,70.99492000000001
internal206,7.692468316848985,-26.294462110253537,71.2107
internal207,-41.189145477622624,-6.856901814183178,68.5441
internal208,-42.73877260679858,-1.7906541367877526,73.12666
internal209,-23.819728968076724,-33.38352778475373,72.49291
internal210,-23.969904013097548,-33.83188796956927,72.00945999999999
internal211,-5.8297877630371095,32.540853578085375,72.99891000000001
internal212,31.638282343547417,-11.678773797942181,71.38009999999998
internal213,33.23966788313287,-17.66345707318957,73.75492
internal214,33.09159075416964,-19.625713775757298,68.43649999999998
internal215,31.28190395839478,-4.003572347886559,71.25491999999998
internal216,24.931614566185686,-15.316428394035299,70.33785999999998
internal217,35.590792225247235,23.876850819295125,72.60379999999998
internal218,34.591659989513786,23.534683102106495,71.87810999999998
internal219,41.81931152707912,8.77104158153296,70.97627999999999
internal220,38.31624271895429,8.001420270607309,71.41504999999998
internal221,8.402536935103988,-29.046902845335342,72.17437000000001
internal222,6.893956831114174,-22.966638057005852,72.50621000000001
internal223,5.479896437637063,-27.229077088654634,72.81715
internal224,-41.97812139972696,-8.938427029758309,68.86388
internal225,-40.5105759011245,-4.430003195020102,68.5441
internal226,31.902711506710894,-10.32460537058736,71.86312999999998
internal227,29.780351981063756,-25.853178749221858,70.17500999999999
internal228,36.92294971440589,-16.161182287602344,71.41806999999999
internal229,34.77125391067827,22.78519007693706,72.47769999999998
internal230,34.25501498382825,24.331496836187338,73.03491999999997
internal231,42.55250352655642,7.35506120316121,71.35531999999999
internal232,37.77972104257717,8.205301350872086,72.42895999999998
internal233,7.547295757874744,-30.40640680435224,72.35212000000001
internal234,6.409509008394384,-22.875339862844633,72.80676000000001
internal235,5.667063890725144,-27.771467879959303,72.81715
internal236,-42.45456161061216,-8.97833747703554,69.13789999999999
internal237,31.753451818515614,-10.642762577382904,72.18779999999998
internal238,29.561261309054284,-26.6341785232867,70.17500999999999
internal239,42.81455188499333,4.711820261847296,72.60920999999999
internal240,37.97142914952849,5.897217578183514,73.52324999999998
internal241,6.712422512804384,-27.268758960262723,73.29617
internal242,-42.493550001240294,-9.181934084786295,69.91859999999998
internal243,-42.6061493043381,-8.790705048195676,69.5259
internal244,31.214187526875833,-24.745687674033224,71.27150999999999
internal245,-42.67372844279494,-7.927732915625457,70.76889999999999
internal246,-43.00450943521998,-9.002968983378697,70.84286999999999
internal247,33.07706263698956,-23.70650225077225,73.39688999999998
internal248,30.01248290389073,-25.02947675759281,73.16201
internal249,-42.32344128119631,-7.2665019569090825,71.73991999999998
internal250,-42.17194826686539,-12.182286335901486,72.49789999999999
internal251,-43.996414655927325,-5.908557204929115,72.49439999999998
internal252,29.532854464421984,-24.887294209758856,73.28021
